artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
Re:[問卦]塔綠班的笑點在哪,2021/09/01,03:47:44,https://www.ptt.cc/bbs/Gossiping/M.1630468068.A.43B.html,helloyou,Gossiping,7,2,0,"一樣都是基本教義激進派
為了抗中飽台
可以不擇手段
混黑道魚肉鄉民
販毒運毒走私都沒關係
只要喊一句抗中保台就安全下莊
最後聖城邁家才是戳到笑點
"
[問卦]喜韓兒、失智列車怎麼都沒事？,2021/09/01,03:58:29,https://www.ptt.cc/bbs/Gossiping/M.1630468711.A.680.html,ClutchShot,Gossiping,66,30,8,"如題
最近塔綠班這個詞引發熱議
因為有熱心民眾投訴
導致臺灣伊斯蘭協會還特別PO文

但讓肥宅納悶的是
喜韓兒跟失智列車也被廣泛使用
為什麼都沒有人去投訴
難道嘲諷喜憨兒跟失智症
跟塔綠班是不一樣的嗎？@@
有沒有卦
塔綠班的貶義在哪？"
Re:[新聞]高端猝死第3例家屬「看新聞才知道死因」,2021/09/01,04:02:08,https://www.ptt.cc/bbs/Gossiping/M.1630468930.A.247.html,tetani,Gossiping,37,15,1,"高端保護力成謎
塔綠班就用高端安全性高，副作用低，慢性病和老年人很安全來宣傳
現在看起來似乎不是這樣
那現在高端還有什麼優點?
愛台灣嗎?但這只是一個私人企業的產品
連愛台灣都不算的話，高端還剩下什麼?
"
[問卦]有人不知道塔綠班的笑點?,2021/09/01,04:13:20,https://www.ptt.cc/bbs/Gossiping/M.1630469602.A.C96.html,tonylolz,Gossiping,9,5,0,"自從塔綠班宇宙成行
常看到有人問笑點在哪
塔綠班的笑點就是看到聖蟑士7pupu的樣子啊
純諧音的確沒有很好笑
但是有人過度反應才是最好笑的地方啊


-
Sent from JPTT on my iPhone
"
[問卦]熱心民眾怎麼還不用社維法辦說塔綠班的人,2021/09/01,04:13:25,https://www.ptt.cc/bbs/Gossiping/M.1630469608.A.A3F.html,TWOOOOOOOOOO,Gossiping,15,6,1,"覺青同事中午吃飯和妹子閒聊

說有沒有熱心民眾

怎麼還不用社維法辦說塔綠班的人的八卦?

還沒出手感覺怪怪的

卡卡的"
Re:[問卦]塔綠班的笑點在哪,2021/09/01,04:13:49,https://www.ptt.cc/bbs/Gossiping/M.1630469633.A.1DA.html,tudou5566,Gossiping,20,8,1,"https://i.imgur.com/UlUKijj.jpg
我知道綠蟑螂塔綠班的催情劑：國瑜草包

來看看催情實況，多有畫面
https://youtu.be/kKPt8zXbg84
另外還有像是柯糞、喜韓兒、雞粉、破腦小雞都是他們催情劑

因為提到都會高潮到翻掉
-
Sent from JPTT on my iPhone
"
[問卦]塔綠班宇宙出潮牌太有梗484會他媽的買爆!,2021/09/01,04:15:40,https://www.ptt.cc/bbs/Gossiping/M.1630469742.A.302.html,yniori,Gossiping,14,9,1,"塔綠班宇宙太有梗

感覺出潮牌有搞頭阿

除了基本款T恤外

應該還可以出個時下年輕人常用的什麼鑰匙圈 手機殼 抱枕 公仔 文件夾之類的

成為塔綠班宇宙的指定信物

484他媽的會被買爆!

各位準備好帶著塔綠班宇宙潮牌在路上跟大夥相認了嗎?

我好興奮阿!!
https://img.ltn.com.tw/Upload/news/600/2017/09/22/phpQJEGDa.jpg"
Re:[問卦]塔綠班的笑點在哪,2021/09/01,04:24:36,https://www.ptt.cc/bbs/Gossiping/M.1630470278.A.C19.html,HankMoody,Gossiping,121,40,23,"你看能夠帶動那麼多人一起嗨，當時國瑜草包是全台皆知，
要不然你也辦一個塔綠班演唱會阿

嘲諷的點在於符不符合現實，
韓國瑜的支持者就是腦袋...所以被笑喜韓兒

也沒人說不能講塔綠班阿，
但說真的這個詞蠻硬湊的，畢竟綠色政府
還沒有到國民黨白色恐怖的程度

例如""綠共""、""綠色恐怖""、""塔綠班""
基本上都是藍白黨工硬搞出來反制的
不能引起更多人共鳴的話，小心造成反效果


"
[問卦]怎麼辦？現在都會把塔利班聽成塔綠班～,2021/09/01,04:28:59,https://www.ptt.cc/bbs/Gossiping/M.1630470541.A.A71.html,tennoji2003,Gossiping,15,9,0,"新聞一直在報塔利班的新聞，
但是我一直聽成「塔綠班」，
怎麼辦？？？
這是逛八卦板的後遺症嗎？
有沒有八卦呢？
"
[問卦]拜託大家不要再講塔利Ben了,2021/09/01,04:33:40,https://www.ptt.cc/bbs/Gossiping/M.1630470822.A.279.html,ck97756,Gossiping,20,6,7,"之前拜託大家不要講塔綠班的推文被 是的塔綠班 推爆

那這篇會被 是的 塔利Ben 推爆嗎
還是某宗教信徒會雙標嗎
"
Re:[問卦]大學生開始挺果凍,2021/09/01,04:34:47,https://www.ptt.cc/bbs/Gossiping/M.1630470888.A.40A.html,mamaes,Gossiping,0,0,0,":
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^


蔡英文政府一開始卡關，然後不出錢慷他人之慨後，

現在疫苗的副作用又不負責想全推給他人，

我建議各位集資支持，下面想要創造塔綠斑潮牌的人，

然後獲利的一部分捐出來補償。"
[問卦]有沒有塔綠斑蚊的八卦？,2021/09/01,04:36:44,https://www.ptt.cc/bbs/Gossiping/M.1630471006.A.F40.html,chubby31190,Gossiping,4,3,0,"埃及斑蚊跟白線斑蚊是登革熱的元凶

不過聽說變種的塔綠斑蚊更恐怖

會吸乾民眾的血液

有人知道塔綠斑蚊的起源是哪裡嗎？

"
Re:[問卦]塔綠班的笑點在哪,2021/09/01,04:43:12,https://www.ptt.cc/bbs/Gossiping/M.1630471394.A.945.html,ashrum,Gossiping,15,4,3,"算是同意原PO的說法,塔綠班就很硬要
不像那個柯糞,就是有每天去廁所大便的事實,所以沒問題
還有像""綠共""這詞
明明一點都沒有言論管制,一點都沒有以黨領政,一點都沒有他可以你不行
完全不像共產黨,不是事實,所以放在嘴邊的都有問題,都是藍白黨工,都在八卦版帶風向
為了國家安全,要快點抓起來審判
不要這樣子,HankMoody同志"
Re:[問卦]整天想鬥二類在想什麼的八卦？,2021/09/01,05:10:49,https://www.ptt.cc/bbs/Gossiping/M.1630473052.A.580.html,Acalanatha,Gossiping,26,4,3,"不管是去年防疫成功，
或今年到現在為止的壓下疫情，
靠的都小老百姓自律。

靠政府？
結果就是今年過年前桃園出問題
然後3+11造成800多人染疫枉死
不知多少人打不到BNT疫苗枉死

第二類真的那麼重要？




咱們小老百姓人人自律，才是最重要的吧？

關第二類什麼事？


拜託塔綠班行行好，
什麼都不要做，
讓小老百姓自律就好，
別再捅出更大的漏子，
讓小老百姓替你擦屁股了！！！！！！！！！！！！"
Re:[問卦]塔綠班的笑點在哪,2021/09/01,05:20:44,https://www.ptt.cc/bbs/Gossiping/M.1630473646.A.202.html,myIDis7,Gossiping,14,7,0,"塔綠班笑點在於

有一群人因此高潮
有另一群人因此崩潰

但現實社會沒有政黨願意理QQ

看現在的在野黨願不願意拿這個梗當主軸

目前還沒看到啦

"
[問卦]有還沒崩潰的塔綠班嗎？,2021/09/01,05:51:24,https://www.ptt.cc/bbs/Gossiping/M.1630475486.A.482.html,bebehome,Gossiping,5,0,1,"經過八卦的一片挑逗

塔綠班應該全都崩潰了吧？

剩下的是一些是明明崩潰還強顏歡笑假裝沒有崩潰

還有一些明明很在意卻假裝不在意

所以說，有沒有還沒崩潰的塔綠班？


"
Re:[新聞]高端二期試驗排除22種病歐美也排除？莫,2021/09/01,05:56:32,https://www.ptt.cc/bbs/Gossiping/M.1630475794.A.DD2.html,gmooshan,Gossiping,4,1,1,"絕大部分沒有排除的意思是
就還是有排除的阿
怎麼能說是打臉呢

真是喜韓兒搭著柯師傅開的失智列車





















去看塔綠班的EUA新試劑服英蟑士"
[問卦]可以不要再用塔綠班了嗎,2021/09/01,06:08:30,https://www.ptt.cc/bbs/Gossiping/M.1630476512.A.1AB.html,owenbai,Gossiping,152,95,9,"你們這樣侮辱了塔利班知不知道啊

他們也不過就是沒能力的吉娃娃而已

拿會打仗的塔利班比真的侮辱了塔利班

所以可以以後不要再用塔綠班了好嗎

"
Re:[問卦]塔綠班的笑點在哪,2021/09/01,06:10:25,https://www.ptt.cc/bbs/Gossiping/M.1630476627.A.AFD.html,joywilliamjo,Gossiping,6,2,0,"我覺得這個笑點其實也不是在什麼崩潰
支持的東西被罵，那生氣也是人之常理
好笑的是
有些覺青跟你說
塔綠班是在嘲諷塔利班
這些人的中文文法以及到底是支持綠色還是反對綠色的破腦邏輯
才是最好笑的
"
[問卦]塔綠班484退流行啦？,2021/09/01,06:12:32,https://www.ptt.cc/bbs/Gossiping/M.1630476754.A.FCD.html,JC910,Gossiping,52,20,4,"笑死
幾天前瘋狂洗塔綠班
現在幾乎沒有相關文章
沒幾天就立刻退流行
塔綠班文也沒人要回應
4%仔的經費484用完啦

樓下開放4%集體崩潰
嘻嘻
"
Re:[問卦]可以不要再用塔綠班了嗎,2021/09/01,06:13:43,https://www.ptt.cc/bbs/Gossiping/M.1630476825.A.1B1.html,aa52189,Gossiping,9,1,5,"柯糞食屎啦還在玩塔利班哽
                                                                              幾天沒人理了就反串綠營自嗨
                                                                             四%仔素質可見一般有夠噁心
                                                                             整天搞霸凌搞歧視嘲笑別人
                                                                                防疫那麼爛只會裝死裝受虐兒


                                                                             結論

柯糞食屎
-
Sent from JPTT on my iPhone
"
Re:[問卦]可以不要再用塔綠班了嗎,2021/09/01,06:19:08,https://www.ptt.cc/bbs/Gossiping/M.1630477150.A.DBD.html,semna,Gossiping,2,1,0,"塔利班游擊隊戰鬥力世界第一
(連美國都被打掛了 還不第一?)
塔利班男權第一
塔利班反同第一

反觀
塔綠班逃兵第一
塔綠班女權第一
塔綠班挺同第一

拿塔綠班來反諷 的確嚴重污辱塔利班的實力
:
"
[問卦]聽說這批BNT疫苗有重大風險?,2021/09/01,06:19:24,https://www.ptt.cc/bbs/Gossiping/M.1630477167.A.774.html,alpac,Gossiping,26,4,2,"1) 2021-05-26 塔綠班大統領蔡英文堅持
必須直接向原廠洽購
，或是
透過COVAX向原廠洽購
https://m.facebook.com/tsaiingwen/photos/a.390960786064/10157494920331065
「只有跟原廠洽購，才可以獲得原廠在品質與安全的直接保證跟負擔責任，來避免法律與
政治的雙重風險。」

－ 蔡英文 2021-05-26
https://i.imgur.com/uhOpB2M.jpg
2)2021-07-12

行政院政務委員兼發言人羅秉成 談及BNT表示:
由兩捐贈單位
直接跟香港復星進行商業磋商、談判
後才訂採購契約。
https://tinyurl.com/9xs44m8r
這很清楚了，永齡和台積就是向復星購買，而
不是
""直接向原廠洽購""
更
不可能是
""透過COVAX向原廠洽購""
3)再強調一次

「只有跟原廠洽購，才可以獲得原廠在品質與安全的直接保證跟負擔責任」

－ 蔡英文 2021-05-26


但是這批貨並不是跟BNT原廠洽購取得，而
是透過香港復星
因此，這批貨
並沒有
原廠在品質與安全的直接保證跟負擔責任!!!!
依照塔綠班大統領蔡英文的說法

若貿然讓人民施打這批BNT，將會有非常重大的風險!!!!!!!!!!!!!



4)聽說今天克拉克要到機場迎接BNT
是不是該找人建議克拉克，直接現場銷毀這批貨呢?!
因為這是沒有原廠保證、沒有原廠負責的疫苗!!
克拉克已經沒路用很久了

平時只會爭功諉過，和打壓政敵

這次能不能硬起來，直接現場銷毀這批疫苗呢?!



好擔心這批有風險的疫苗會進入到台灣

有誰會去機場嗎?

能麻煩幫忙轉達克拉克嗎?
拜託了!!!"
[問卦]伊斯藍教是不是專出恐怖分子,2021/09/01,06:20:49,https://www.ptt.cc/bbs/Gossiping/M.1630477251.A.F43.html,owenbai,Gossiping,25,10,0,"如題 比如塔綠班 waswas gay達 共產黨

都是伊斯藍教出來的恐怖分子

有人知道為什麼這詭異的邪教會出這麼多恐怖分子嗎

而且他們的信徒一個比一個還瘋狂

"
[爆卦]震撼彈！高端施打人數突破65萬人！,2021/09/01,06:22:53,https://www.ptt.cc/bbs/Gossiping/M.1630477375.A.2C1.html,peterlin057,Gossiping,363,190,35,"https://i.imgur.com/a57C0nI.jpg
單日施打高端人數504再創新低
累積施打高端人數突破65萬人
不要再說只有64萬人打高端了
以後要說塔綠班65萬高端剩蟑士
"
Re:[問卦]可以不要再用塔綠班了嗎,2021/09/01,06:27:28,https://www.ptt.cc/bbs/Gossiping/M.1630477650.A.60B.html,bebehome,Gossiping,31,5,4,"要延續塔綠班好難啊

塔綠班玩不贏喜韓兒，有個根本的原因


塔綠班主打對象是 綠營

喜韓兒主打對象是 韓粉

先不管綠營還有沒有817這麼多

但韓粉絕對更少

以多欺少很輕鬆，勢均力敵就沒那麼簡單


再來客觀來說綠營裡面有腦殘，也有高智商；就跟藍營一樣，有腦殘，也有高智商

把綠營直接通通打成智障，這種論述根本無法引起共鳴

只能同溫層取暖


當年韓國瑜的事蹟斑斑、韓粉爆走、在加上中天造神

韓粉的腦袋都有問題已經變成顯學

韓粉變成罵人的詞

現實路上會有人罵""你韓粉喔！""  但不會有人罵""你塔綠班喔！""


好啦，好不容易又幫塔綠班續命一篇

好的 塔綠班
"
Re:[新聞]柯P批第二類膨脹怪怪的林穎孟嗆他才是,2021/09/01,06:42:14,https://www.ptt.cc/bbs/Gossiping/M.1630478536.A.DAF.html,ThisisLongID,Gossiping,14,9,0,"因為塔綠班很愛玩文字遊戲啊

最簡單的例子

CDC宣稱第二類「維持防疫體系運作之官員」比例中央官員5.6%（1700人）

所以中央沒有偷打亂打

那七月初被國民黨爆料 食藥署含約聘也才646人 結果可以造冊進第二類高達1356人

這些人難道沒有偷打亂打的嫌疑 然後這些人被造冊到哪邊去了


這時候攤開疫苗施打順位表就可以看到

第二類底下還分7項 那像食藥署這種的被塞進第2項 衛生單位第一線防疫人員(註1)

還是靠註解裡才標示加入的 包含「疫苗生產及疫苗倉儲物流人員」


結果綠共抓著第1項 維持防疫體系運作之中央及地方政府重要官員 的數字

說沒有沒有 你看我們中央打很少 地方打得才多

真的只能騙蟑螂而已
"
[問卦]怎麼一秒分辨塔綠班？,2021/09/01,06:54:52,https://www.ptt.cc/bbs/Gossiping/M.1630479294.A.3DA.html,qscgy4,Gossiping,14,6,1,"是這樣啦，

最近很流行 塔綠班，

鄉民有沒有什麼方法，
可以一秒分辨對方是不是塔綠班，

另外，塔綠班一定有的特徵什麼啊？

有沒有掛？
"
[問卦]塔綠班會做了哪些事來維護聖地邁家,2021/09/01,06:55:01,https://www.ptt.cc/bbs/Gossiping/M.1630479303.A.978.html,zakijudelo,Gossiping,39,24,2,"邁家在塔綠班眼中是無比尊貴的聖地
不能容許有任何一丁點的瑕疵出現
會盡全力維護其神聖性

像是為了邁家改病毒境外、本土的標準
趕緊把確診的邁家居民送走
讓聖地內數據漂亮
把邁家淹水說成是小積水等等

塔綠班首領前些日子也去邁家探望了生病的(宣)傳(有)功長老

除此之外
還有哪些呢？
"
[問卦]現實生活其實很多人喜歡塔綠班這個梗？,2021/09/01,07:30:55,https://www.ptt.cc/bbs/Gossiping/M.1630481457.A.87E.html,DoncicInPTT,Gossiping,23,9,3,"我自己今天才在辦公室上班開會時講塔綠班

大家都很高興的回我

主管說「你真的很幽默欸」

「呵呵，好有趣的梗哦」

坐我旁邊的正妹同事緊接著說

「我看以後尾牙代表上台講笑話的就是你了」

連人資主管也給我這樣大的肯定



其實現實生活其實很多人喜歡塔綠班這個梗吧

有八卦嗎？





好的，塔綠班
"
