text,negative,positive,type
ArchRose90 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Arms and explosives recovered from terror suspects arrested by Delhi Police The investigation was later transferred to National Investigation Agency Iran IsraeliCrimes IsraeliTerrorism Afghanistan USA Talibans Kabul,2,0,negative
As I said all Afghans will suffer underthe terrorist Taliban Taliban Terrorism Terrorists Afghanistan Panjshir Valley Afghan Women Resistance Pakistan India Kashmir Kabul US USA United States UN Nations SanctionPakistan Ahmad Massoud Amrullah Saleh NRF,2,0,negative
As a Muslim woman Kim Kardashians Met Gala outfit bizarre distasteful She wearing a burka on the red carpet but mocks AfghanWomens fight against Talibans atrocities Photo courtesy Getty Images Iran Mossad Hamas Israeli Gaza USA Talibans Panjshir Kabul ISIS,1,0,negative
As a public figure ChrisMurphyCT should know better  this 80 number comes from an Intercept article not a data set its cherry picked from 1 military operation in 1 country in 2012 Whats more the Kabul strike showed the limits of withdrawing killing off intel,3,1,negative
As atrocities fail to materialize EconUSEconomistPods predictably shifts to poverty in afghanistan as if the Kabul economic bubble we created was ever sustainable,2,0,negative
As if shooting innocent civilians wasnt bad enough here is the Terrorist Taliban killing some poor person by Stoning Afghanistan Panjshir war crime Genocide SanctionPakistan ahmad massoud Resistance ethnic cleansing Kabul AfghanistanCrisis Afghan human rights,4,2,negative
As missiles came raining down on Kabul during the early afternoon of September 16 it sent a disturbing message across the world that not all jihadis are on the same page when it comes to establishing an Islamic Emirate in Afghanistan ,1,0,negative
AsYouNotWish ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Asia Afghanistan Kabul USEmbassy 15 September 2021 2307 To the People of Afghanistan in Kabul 4 Free Speech in Afghanistan Dont insult Islam Do not insult to the Prophet Mohammed This part of the wall is taken but write on other walls of the United States Embassy,2,1,negative
AsvakaNews Several rockets hit the KhairKhana area of the 17th District in Kabul The video shows a man moaning apparently his relatives are being injured in the incident the house is partially destroyed Kabul Afghanistan BreakingNews,3,0,negative
At first I thought this is an attack on the whole of AfghanistanK I did not know that the attack was only on our house  The terrifying aftermath of a Hellfire missile strike Did the US hit the wrong man cnni Investigation by juliaholli sandssidhu amcoren Kabul,4,0,negative
At least five missiles were said to have landed near the Kabul power plant which shows that the objective of the strike was to throw the capital city into darkness by disrupting the power and electricity supply munsifdigital Kabul Missiles Taliban,4,0,negative
At night in Kabul there are gunshots The resistance are active Sometimes its the Taliban hunting people They confiscate our phones We think once they have money the crackdown terror will increase Congress Blinken WhiteHouse senatehearing DemocratsDeliver,1,0,negative
At this point there is little chance that the International community will recognise the extremists in Kabul as a Government Point to note  I am yet to see the HaqqaniNetwork showing any sign of virtue vice however is their strong point,2,1,negative
Aug 29 US drone strike in Kabul targeting suspected ISIS terrorist but which may have killed civilians There is an investigation thats ongoing per PressSec The UnitedStates takes incredibly seriously our role in preventing civilians casualties whenever we possibly can,3,0,negative
Aug25 Saraa family boarded an overcrowded bus that was part of a large convoy heading to the airport under the cover of darkness What followed was a 20 hour wait as the buses were repeatedly forced to turn back at Taliban checkpoints 712 AfghanistanCrisis Kabul,1,0,negative
AzizJama555 REZAphotography FKhorosani He destroyed kabul Karma used alqaeda to destroy him his family and his legacy Now all of them are in tajikistan barking at Taliban knowing they will never be allowed in afghanistan again,2,0,negative
BBC Pashto website quotes two Taliban sources in Doha Kabul as saying that a few days ago following a verbal clash between Mullah Baradar and Khalil Haqqani Baradar left Kabul Taliban say Baradar has gone to Kandahar to meet groups leader Mullah Hebatullah Afganistan,1,0,negative
BBC WORLD 17 Sept Concerns Taliban Terrorist Superstateairport ability to fly terrorists anywhere Afghanistan Taliban Terrorism KabulAirport Jihadists,2,0,negative
BBCWorld BBCWorld Blogger President Biden threatens ISIS they are certainly shaking with fear Afghanishtan Trump Biden USA Taliban TalibanTerror Afganistan Kabul KabulAiport,3,1,negative
BBCYaldaHakim ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
BBCYaldaHakim describes We saw what Over The Horizon look like when they went after ISIS in the middle of Kabul 10 civilians were killed 1 interpreter waiting to be evacuated with his family 7 of them children with d youngest 2 POTUS SecBlinken,1,1,negative
BBCYaldaHakim husainhaqqani Afghanistan terror stories Pakistan accountable for WarCrimes of ISI TalibanTerrorists SaveGenocide NationalUprisingAgainstTaliban PanjshirGenocide Kabul POTUS VP NATO EUCommission UNHRC UN EmmanuelMacron RedCross Support AmrullahSaleh2 AhmadMassoud01,1,1,negative
BBCYaldaHakim saadmohseni michaelgwaltz Corporate America went into Afghanistan for one specific purpose to make a massive profit of 46trillion for the MilitaryIndustrial Complex Afghanistan Kabul Taliban Russia Pakistan China India Iran Iraq USA USArmy Tajikistan NATO Europe EU UK Turkey Qatar,1,0,negative
BEFTrick ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
BIG BREAKING Multiple ROCKET ATTACKS hit Khair Khana in Kabul Massive power outage BreakingNews Usa India UK SaudiArabia China Russia Colombia Australia Nepal Panjshir UAE Turkey France Germany Kabul Turkey Pakistan UN EU Qatar Internationalleaks,2,0,negative
BIG BREAKING Multiple ROCKET ATTACKS hit Khair Khana in Kabul Massive power outage ISIS suspected,3,0,negative
BIGThe European Parliament condemns Taliban violence in Afghanistan European Parliament has passed a resolution calling for the invitation of Ahmad Massoud the leader of the NRF to a session of the European Parliament and the Council of the European Union Kabul Panjshir,1,0,negative
BREAKING  1 Continuing the topic of TalibanIranian relations Taliban spokesman Mullah Zakir Hashmi responded to the latters claims that there are no Shiites in the new Afghan government AfghanistanBurning Kabul AfghanistanBurning,1,0,negative
BREAKING  According to Bloomberg report Khalil ul Rahman Haqqani rose from his chair and began punching MullahBaradar Their bodyguards entered the fray and opened fire on each other killing and wounding a number of them Afghanishtan Taliban Kabul,4,0,negative
BREAKING  Atleast 20 civilians have been killed by the Taliban in Panjshir Valley Afghan Afghanistan Kabul USArmy USA Pakistan Pakistanarmy IEA TTP Pashtun Waziristan PanjshirValley PANJSHIR PanjshirResistance,2,0,negative
BREAKING  Iran resumes regular flights to Kabul state media News Agency AFP,1,0,negative
BREAKING  NEW Multiple Rockets hits Kabul substations Locals confirmed the incident to Amaj News said that several rockets fired at the Chamtaleh substation in Kabul Details of damage and casualties are not yet available Possible Islamic State strikes not ruled out,3,0,negative
BREAKING  Qatar warns it may stop running Kabul airport if no clear agreement with Taliban Afghanistan Kabul Taliban TalibanTakeover KabulAirport Qatar,1,1,negative
BREAKING  Several rockets fell near an electrical substation in northwest Kabul setting off a fire Afghanistan,3,0,negative
BREAKING  Several rockets hit the area near a power station in Kabul local media reports Massive power outage,2,0,negative
BREAKING A woman being lashing out BreakingNews Usa India UK SaudiArabia China Russia Colombia Australia Nepal Panjshir UAE Turkey France Germany Kabul Turkey Pakistan UN EU Qatar Indonesia Japan Southafrica,1,0,negative
BREAKING A woman being lashing out BreakingNews Usa India UK SaudiArabia China Russia Colombia Australia Nepal Panjshir UAE Turkey France Germany Kabul Turkey Pakistan UN EU Qatar Internationalleaks Indonesia Japan Southafrica,1,0,negative
BREAKING AFGHANISTAN KABUL  TALIBAN MILITANTS SHOW OFF ON BUMPER CARS AGAIN Taliban militants were filmed enjoying amusement park rides at Kabuls City Park and checking out the animals at Kabul Zoo on Monday BreakingNews Video Taliban Bumpercars,1,1,negative
BREAKING AFGHANISTAN KABUL AIRPORT UNITED NATIONS CONVOY ARRIVED AT KABULAIRPORT FOR HUMANITARIAN AID After visit to Doha meetingwith Talibans Mohammad Abbas Stanekzai on urgent humanitarian needs UN Convoy just landed to Kabul BreakingNews Video UN,2,0,negative
BREAKING AFGHANISTAN KABUL ROCKET ATTACK SEVERAL ROCKETS HIT KHAIR KHANA Another Footage Several rockets hit KhairKhana region in Kabul Locals confirmed the incident to Amaj News said that several rockets fired at the Chamtaleh substation BreakingNews Video,5,0,negative
BREAKING AFGHANISTAN KABUL ROCKET ATTACK SEVERAL ROCKETS HIT KHAIR KHANA Several rockets hit KhairKhana region in Kabul Locals confirmed the incident to Amaj News said that several rockets fired at the Chamtaleh substation No details yet BreakingNews Video,5,0,negative
BREAKING Afghan central bank recovers 123 mln cash from former govt officials Kabul Afghanistan Taliban BreakingNews,1,0,negative
BREAKING AfghanistanCrisis Kabul USArmy It is reported that Marines who suffered injuries in ISSK attack on August 26 at Kabul Airport are recovering at Walter Reed Out of 7 two critical 5 are in serious condition but all stable Corps spokesperson Capt Johnny Henderson,4,0,negative
